Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point,Year
Whitlash,Montana,3321,US-Canada Border,Oct 2024,Personal Vehicle Passengers,111,48.997,-111.258,POINT (-111.257916 48.99725),2024
Houlton,Maine,106,US-Canada Border,Oct 2024,Truck Containers Loaded,12930,46.135,-67.781,POINT (-67.781288 46.134879),2024
Frontier,Washington,3020,US-Canada Border,Oct 2024,Personal Vehicle Passengers,6401,49.0,-117.832,POINT (-117.831527 49.0005),2024
Laredo,Texas,2304,US-Mexico Border,Oct 2024,Truck Containers Empty,67614,27.5,-99.507,POINT (-99.507412 27.499561),2024
Baudette,Minnesota,3424,US-Canada Border,Oct 2024,Pedestrians,45,48.719,-94.59,POINT (-94.590467 48.719109),2024
Blaine,Washington,3004,US-Canada Border,Oct 2024,Buses,736,48.994,-122.749,POINT (-122.748884 48.994045),2024
Roseau,Minnesota,3426,US-Canada Border,Oct 2024,Truck Containers Loaded,142,49.0,-95.766,POINT (-95.766469 48.999538),2024
Del Rio,Texas,2302,US-Mexico Border,Oct 2024,Personal Vehicles,153800,29.327,-100.928,POINT (-100.927612 29.326784),2024
Raymond,Montana,3301,US-Canada Border,Oct 2024,Pedestrians,113,48.999,-104.574,POINT (-104.574333 48.999194),2024
Massena,New York,704,US-Canada Border,Oct 2024,Personal Vehicles,76779,44.991,-74.74,POINT (-74.739722 44.990556),2024
Highgate Springs,Vermont,212,US-Canada Border,Oct 2024,Truck Containers Loaded,13643,45.015,-73.085,POINT (-73.085037 45.015414),2024
Brownsville,Texas,2301,US-Mexico Border,Oct 2024,Personal Vehicles,409580,25.952,-97.401,POINT (-97.40067 25.95155),2024
Nogales,Arizona,2604,US-Mexico Border,Oct 2024,Bus Passengers,13268,31.333,-110.943,POINT (-110.942516 31.332839),2024
Dunseith,North Dakota,3422,US-Canada Border,Oct 2024,Personal Vehicle Passengers,8215,48.999,-100.052,POINT (-100.052166 48.999277),2024
Morgan,Montana,3319,US-Canada Border,Oct 2024,Truck Containers Loaded,4,49.0,-107.832,POINT (-107.831819 48.999829),2024
Tornillo,Texas,2404,US-Mexico Border,Oct 2024,Truck Containers Loaded,1650,31.435,-106.143,POINT (-106.142669 31.435334),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Oct 2024,Bus Passengers,588,46.509,-84.361,POINT (-84.360833 46.508611),2024
Nogales,Arizona,2604,US-Mexico Border,Oct 2024,Rail Containers Loaded,4616,31.333,-110.943,POINT (-110.942516 31.332839),2024
Hansboro,North Dakota,3415,US-Canada Border,Oct 2024,Personal Vehicle Passengers,813,49.0,-99.347,POINT (-99.346527 48.999583),2024
Antler,North Dakota,3413,US-Canada Border,Oct 2024,Truck Containers Empty,57,48.999,-101.296,POINT (-101.296055 48.999472),2024
Columbus,New Mexico,2406,US-Mexico Border,Oct 2024,Personal Vehicles,35932,31.784,-107.628,POINT (-107.627948 31.783742),2024
Derby Line,Vermont,209,US-Canada Border,Oct 2024,Bus Passengers,7351,45.006,-72.099,POINT (-72.099279 45.005739),2024
Walhalla,North Dakota,3407,US-Canada Border,Oct 2024,Personal Vehicle Passengers,3179,49.0,-97.908,POINT (-97.908416 49.000472),2024
Beecher Falls,Vermont,206,US-Canada Border,Oct 2024,Personal Vehicle Passengers,9109,45.013,-71.505,POINT (-71.505309 45.013411),2024
Calais,Maine,115,US-Canada Border,Oct 2024,Personal Vehicle Passengers,82868,45.189,-67.275,POINT (-67.275381 45.188548),2024
Oroville,Washington,3019,US-Canada Border,Oct 2024,Buses,5,49.0,-119.462,POINT (-119.461833 49.000083),2024
El Paso,Texas,2402,US-Mexico Border,Oct 2024,Personal Vehicle Passengers,1139087,31.764,-106.451,POINT (-106.451188 31.764363),2024
Raymond,Montana,3301,US-Canada Border,Oct 2024,Trucks,1490,48.999,-104.574,POINT (-104.574333 48.999194),2024
Pembina,North Dakota,3401,US-Canada Border,Oct 2024,Bus Passengers,998,49.0,-97.237,POINT (-97.237036 49.000453),2024
Fort Kent,Maine,110,US-Canada Border,Oct 2024,Trucks,185,47.249,-68.604,POINT (-68.603918 47.249206),2024
Eagle Pass,Texas,2303,US-Mexico Border,Oct 2024,Buses,352,28.705,-100.512,POINT (-100.511977 28.705483),2024
Laurier,Washington,3016,US-Canada Border,Oct 2024,Truck Containers Loaded,184,49.0,-118.224,POINT (-118.223777 49.000083),2024
Bridgewater,Maine,127,US-Canada Border,Oct 2024,Trucks,254,46.45,-67.785,POINT (-67.78484 46.450335),2024
Sarles,North Dakota,3409,US-Canada Border,Oct 2024,Trucks,30,49.0,-98.938,POINT (-98.938361 49.000027),2024
Noonan,North Dakota,3420,US-Canada Border,Oct 2024,Personal Vehicles,1375,48.999,-103.004,POINT (-103.004361 48.999333),2024
Calais,Maine,115,US-Canada Border,Oct 2024,Truck Containers Empty,1966,45.189,-67.275,POINT (-67.275381 45.188548),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Oct 2024,Bus Passengers,30,49.002,-122.485,POINT (-122.485027 49.002277),2024
Sumas,Washington,3009,US-Canada Border,Oct 2024,Personal Vehicles,47267,49.002,-122.265,POINT (-122.264805 49.002388),2024
Roma,Texas,2310,US-Mexico Border,Oct 2024,Bus Passengers,725,26.404,-99.019,POINT (-99.018981 26.403928),2024
Portal,North Dakota,3403,US-Canada Border,Oct 2024,Truck Containers Loaded,12042,48.999,-102.552,POINT (-102.551944 48.998944),2024
Opheim,Montana,3317,US-Canada Border,Oct 2024,Buses,1,49.0,-106.378,POINT (-106.377583 48.999527),2024
Pembina,North Dakota,3401,US-Canada Border,Oct 2024,Trucks,22759,49.0,-97.237,POINT (-97.237036 49.000453),2024
Ysleta,Texas,2401,US-Mexico Border,Oct 2024,Pedestrians,88269,31.673,-106.335,POINT (-106.335449846028 31.6731261376859),2024
Sweetgrass,Montana,3310,US-Canada Border,Oct 2024,Trucks,13835,48.998,-111.96,POINT (-111.959611 48.998388),2024
Presidio,Texas,2403,US-Mexico Border,Oct 2024,Personal Vehicles,58204,29.562,-104.395,POINT (-104.394907 29.561827),2024
Turner,Montana,3306,US-Canada Border,Oct 2024,Trucks,54,49.0,-108.388,POINT (-108.387916 48.999527),2024
Ogdensburg,New York,701,US-Canada Border,Oct 2024,Personal Vehicle Passengers,47356,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Jackman,Maine,104,US-Canada Border,Oct 2024,Trains,32,45.806,-70.397,POINT (-70.396722 45.805661),2024
Hidalgo,Texas,2305,US-Mexico Border,Oct 2024,Truck Containers Empty,22494,26.095,-98.271,POINT (-98.271092 26.095032),2024
Eastport,Maine,103,US-Canada Border,Oct 2024,Truck Containers Loaded,128,44.859,-66.98,POINT (-66.98007566 44.8594395785),2024
Portal,North Dakota,3403,US-Canada Border,Oct 2024,Train Passengers,381,48.999,-102.552,POINT (-102.551944 48.998944),2024
Westhope,North Dakota,3419,US-Canada Border,Oct 2024,Personal Vehicles,497,49.0,-101.017,POINT (-101.017277 48.999611),2024
Rio Grande City,Texas,2307,US-Mexico Border,Oct 2024,Personal Vehicles,39886,26.366,-98.803,POINT (-98.802513 26.365761),2024
Trout River,New York,715,US-Canada Border,Oct 2024,Rail Containers Empty,550,44.992,-74.308,POINT (-74.308172 44.992058),2024
Jackman,Maine,104,US-Canada Border,Oct 2024,Bus Passengers,90,45.806,-70.397,POINT (-70.396722 45.805661),2024
Sherwood,North Dakota,3414,US-Canada Border,Oct 2024,Truck Containers Loaded,95,48.999,-101.628,POINT (-101.627527 48.999305),2024
Del Bonita,Montana,3322,US-Canada Border,Oct 2024,Truck Containers Loaded,53,48.999,-112.788,POINT (-112.78825 48.998555),2024
Santa Teresa,New Mexico,2408,US-Mexico Border,Oct 2024,Trucks,14789,31.784,-106.679,POINT (-106.679437 31.783939),2024
Vanceboro,Maine,105,US-Canada Border,Oct 2024,Trains,36,45.569,-67.429,POINT (-67.428541 45.568761),2024
Metaline Falls,Washington,3025,US-Canada Border,Oct 2024,Trucks,499,49.0,-117.299,POINT (-117.299444 48.999972),2024
Alexandria Bay,New York,708,US-Canada Border,Oct 2024,Truck Containers Empty,2005,44.347,-75.984,POINT (-75.983592 44.347229),2024
Douglas,Arizona,2601,US-Mexico Border,Oct 2024,Truck Containers Loaded,2762,31.334,-109.56,POINT (-109.560344 31.334043),2024
Massena,New York,704,US-Canada Border,Oct 2024,Buses,147,44.991,-74.74,POINT (-74.739722 44.990556),2024
Boundary,Washington,3015,US-Canada Border,Oct 2024,Rail Containers Empty,522,49.001,-117.628,POINT (-117.627583 49.00075),2024
Laurier,Washington,3016,US-Canada Border,Oct 2024,Rail Containers Empty,14,49.0,-118.224,POINT (-118.223777 49.000083),2024
Derby Line,Vermont,209,US-Canada Border,Oct 2024,Truck Containers Loaded,13580,45.006,-72.099,POINT (-72.099279 45.005739),2024
Roosville,Montana,3318,US-Canada Border,Oct 2024,Truck Containers Loaded,992,49.0,-115.056,POINT (-115.056027 48.999638),2024
Cross Border Xpress,California,2582,US-Mexico Border,Oct 2024,Pedestrians,170727,32.548,-116.974,POINT (-116.974462 32.54834),2024
Santa Teresa,New Mexico,2408,US-Mexico Border,Oct 2024,Pedestrians,9676,31.784,-106.679,POINT (-106.679437 31.783939),2024
Nighthawk,Washington,3011,US-Canada Border,Oct 2024,Pedestrians,9,49.0,-119.671,POINT (-119.67103 49.000144),2024
Piegan,Montana,3316,US-Canada Border,Oct 2024,Trucks,125,48.998,-113.379,POINT (-113.378777 48.998083),2024
Calexico East,California,2507,US-Mexico Border,Oct 2024,Rail Containers Loaded,34,32.673,-115.388,POINT (-115.388018 32.673389),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Oct 2024,Buses,1,49.002,-122.485,POINT (-122.485027 49.002277),2024
Oroville,Washington,3019,US-Canada Border,Oct 2024,Personal Vehicles,12941,49.0,-119.462,POINT (-119.461833 49.000083),2024
Fortuna,North Dakota,3417,US-Canada Border,Oct 2024,Truck Containers Loaded,21,49.0,-103.809,POINT (-103.80925 48.999555),2024
Pembina,North Dakota,3401,US-Canada Border,Oct 2024,Rail Containers Loaded,10145,49.0,-97.237,POINT (-97.237036 49.000453),2024
Champlain Rouses Point,New York,712,US-Canada Border,Oct 2024,Personal Vehicle Passengers,192243,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Eastport,Maine,103,US-Canada Border,Oct 2024,Trucks,220,44.859,-66.98,POINT (-66.98007566 44.8594395785),2024
Lancaster,Minnesota,3430,US-Canada Border,Oct 2024,Truck Containers Loaded,6,49.0,-96.801,POINT (-96.800527 49.000194),2024
Buffalo Niagara Falls,New York,901,US-Canada Border,Oct 2024,Buses,953,43.095,-79.056,POINT (-79.055847 43.09549),2024
Presidio,Texas,2403,US-Mexico Border,Oct 2024,Trucks,1070,29.562,-104.395,POINT (-104.394907 29.561827),2024
Wildhorse,Montana,3323,US-Canada Border,Oct 2024,Truck Containers Loaded,28,48.999,-110.215,POINT (-110.215083 48.999361),2024
Dunseith,North Dakota,3422,US-Canada Border,Oct 2024,Personal Vehicles,4063,48.999,-100.052,POINT (-100.052166 48.999277),2024
Port Huron,Michigan,3802,US-Canada Border,Oct 2024,Bus Passengers,1516,42.999,-82.424,POINT (-82.423611 42.998611),2024
Sumas,Washington,3009,US-Canada Border,Oct 2024,Trains,23,49.002,-122.265,POINT (-122.264805 49.002388),2024
Tecate,California,2505,US-Mexico Border,Oct 2024,Truck Containers Empty,2193,32.576,-116.626,POINT (-116.626216 32.576428),2024
Otay Mesa,California,2506,US-Mexico Border,Oct 2024,Personal Vehicle Passengers,939355,32.55,-116.939,POINT (-116.938538 32.55033),2024
Scobey,Montana,3309,US-Canada Border,Oct 2024,Personal Vehicle Passengers,996,49.0,-105.408,POINT (-105.407638 48.999527),2024
Port Angeles,Washington,3007,US-Canada Border,Oct 2024,Personal Vehicle Passengers,11822,48.122,-123.431,POINT (-123.430694 48.121858),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Oct 2024,Truck Containers Empty,515,46.509,-84.361,POINT (-84.360833 46.508611),2024
Pembina,North Dakota,3401,US-Canada Border,Oct 2024,Train Passengers,186,49.0,-97.237,POINT (-97.237036 49.000453),2024
Roosville,Montana,3318,US-Canada Border,Oct 2024,Personal Vehicle Passengers,17458,49.0,-115.056,POINT (-115.056027 48.999638),2024
Sweetgrass,Montana,3310,US-Canada Border,Oct 2024,Trains,36,48.998,-111.96,POINT (-111.959611 48.998388),2024
Presidio,Texas,2403,US-Mexico Border,Oct 2024,Buses,143,29.562,-104.395,POINT (-104.394907 29.561827),2024
Eastport,Idaho,3302,US-Canada Border,Oct 2024,Rail Containers Loaded,13448,49.001,-116.181,POINT (-116.181027 49.000555),2024
Turner,Montana,3306,US-Canada Border,Oct 2024,Personal Vehicle Passengers,1350,49.0,-108.388,POINT (-108.387916 48.999527),2024
Calais,Maine,115,US-Canada Border,Oct 2024,Trains,12,45.189,-67.275,POINT (-67.275381 45.188548),2024
Sarles,North Dakota,3409,US-Canada Border,Oct 2024,Personal Vehicles,215,49.0,-98.938,POINT (-98.938361 49.000027),2024
Massena,New York,704,US-Canada Border,Oct 2024,Truck Containers Empty,772,44.991,-74.74,POINT (-74.739722 44.990556),2024
Sherwood,North Dakota,3414,US-Canada Border,Oct 2024,Personal Vehicle Passengers,2112,48.999,-101.628,POINT (-101.627527 48.999305),2024
Trout River,New York,715,US-Canada Border,Oct 2024,Truck Containers Empty,635,44.992,-74.308,POINT (-74.308172 44.992058),2024
Portal,North Dakota,3403,US-Canada Border,Oct 2024,Personal Vehicle Passengers,12391,48.999,-102.552,POINT (-102.551944 48.998944),2024
Warroad,Minnesota,3423,US-Canada Border,Oct 2024,Truck Containers Empty,401,48.999,-95.377,POINT (-95.376555 48.999),2024
Skagway,Alaska,3103,US-Canada Border,Oct 2024,Truck Containers Empty,202,59.63,-135.164,POINT (-135.164444 59.629722),2024
Ogdensburg,New York,701,US-Canada Border,Oct 2024,Personal Vehicles,23968,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Detroit,Michigan,3801,US-Canada Border,Oct 2024,Personal Vehicle Passengers,570021,42.332,-83.048,POINT (-83.047924 42.331685),2024
Vanceboro,Maine,105,US-Canada Border,Oct 2024,Personal Vehicles,1241,45.569,-67.429,POINT (-67.428541 45.568761),2024
Algonac,Michigan,3814,US-Canada Border,Oct 2024,Personal Vehicles,3830,42.618,-82.531,POINT (-82.5311 42.6183),2024
Champlain Rouses Point,New York,712,US-Canada Border,Oct 2024,Trains,52,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Richford,Vermont,203,US-Canada Border,Oct 2024,Personal Vehicles,8269,45.012,-72.589,POINT (-72.588559 45.01174),2024
Blaine,Washington,3004,US-Canada Border,Oct 2024,Personal Vehicle Passengers,476988,48.994,-122.749,POINT (-122.748884 48.994045),2024
Lukeville,Arizona,2602,US-Mexico Border,Oct 2024,Pedestrians,6214,31.88,-112.817,POINT (-112.817077 31.880195),2024
Pinecreek,Minnesota,3425,US-Canada Border,Oct 2024,Trucks,5,49.0,-95.978,POINT (-95.977694 48.999916),2024
San Luis,Arizona,2608,US-Mexico Border,Oct 2024,Truck Containers Empty,1108,32.485,-114.782,POINT (-114.7822222 32.485),2024
Columbus,New Mexico,2406,US-Mexico Border,Oct 2024,Bus Passengers,911,31.784,-107.628,POINT (-107.627948 31.783742),2024
Brownsville,Texas,2301,US-Mexico Border,Oct 2024,Trains,85,25.952,-97.401,POINT (-97.40067 25.95155),2024
Champlain Rouses Point,New York,712,US-Canada Border,Oct 2024,Train Passengers,3241,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Laredo,Texas,2304,US-Mexico Border,Oct 2024,Pedestrians,250325,27.5,-99.507,POINT (-99.507412 27.499561),2024
Ferry,Washington,3013,US-Canada Border,Oct 2024,Personal Vehicle Passengers,1730,49.0,-118.761,POINT (-118.761166 49.000083),2024
Calexico East,California,2507,US-Mexico Border,Oct 2024,Pedestrians,44302,32.673,-115.388,POINT (-115.388018 32.673389),2024
Fort Fairfield,Maine,107,US-Canada Border,Oct 2024,Truck Containers Empty,391,46.765,-67.789,POINT (-67.789471 46.765323),2024
Alcan,Alaska,3104,US-Canada Border,Oct 2024,Truck Containers Empty,411,62.615,-141.001,POINT (-141.001444 62.614961),2024
Grand Portage,Minnesota,3613,US-Canada Border,Oct 2024,Bus Passengers,113,48.001,-89.585,POINT (-89.58515 48.001427),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Oct 2024,Rail Containers Empty,1501,46.509,-84.361,POINT (-84.360833 46.508611),2024
Laurier,Washington,3016,US-Canada Border,Oct 2024,Truck Containers Empty,411,49.0,-118.224,POINT (-118.223777 49.000083),2024
Eagle Pass,Texas,2303,US-Mexico Border,Oct 2024,Truck Containers Loaded,27247,28.705,-100.512,POINT (-100.511977 28.705483),2024
Point Roberts,Washington,3017,US-Canada Border,Oct 2024,Personal Vehicles,57482,49.002,-123.068,POINT (-123.068055556 49.0020555547),2024
International Falls,Minnesota,3604,US-Canada Border,Oct 2024,Train Passengers,594,48.608,-93.401,POINT (-93.401355 48.6078),2024
Port Huron,Michigan,3802,US-Canada Border,Oct 2024,Rail Containers Loaded,16741,42.999,-82.424,POINT (-82.423611 42.998611),2024
St John,North Dakota,3405,US-Canada Border,Oct 2024,Personal Vehicle Passengers,1194,48.999,-99.659,POINT (-99.659111 48.999277),2024
Metaline Falls,Washington,3025,US-Canada Border,Oct 2024,Pedestrians,5,49.0,-117.299,POINT (-117.299444 48.999972),2024
Progreso,Texas,2309,US-Mexico Border,Oct 2024,Truck Containers Empty,2243,26.062,-97.95,POINT (-97.949958 26.062133),2024
Sweetgrass,Montana,3310,US-Canada Border,Oct 2024,Bus Passengers,269,48.998,-111.96,POINT (-111.959611 48.998388),2024
Port Angeles,Washington,3007,US-Canada Border,Oct 2024,Trucks,27,48.122,-123.431,POINT (-123.430694 48.121858),2024
Roma,Texas,2310,US-Mexico Border,Oct 2024,Personal Vehicles,73281,26.404,-99.019,POINT (-99.018981 26.403928),2024
Sumas,Washington,3009,US-Canada Border,Oct 2024,Bus Passengers,684,49.002,-122.265,POINT (-122.264805 49.002388),2024
Van Buren,Maine,108,US-Canada Border,Oct 2024,Truck Containers Loaded,1360,47.16,-67.931,POINT (-67.930799 47.159645),2024
Highgate Springs,Vermont,212,US-Canada Border,Oct 2024,Trucks,8921,45.015,-73.085,POINT (-73.085037 45.015414),2024
Naco,Arizona,2603,US-Mexico Border,Oct 2024,Truck Containers Empty,215,31.334,-109.948,POINT (-109.948413 31.334084),2024
Wildhorse,Montana,3323,US-Canada Border,Oct 2024,Personal Vehicle Passengers,1928,48.999,-110.215,POINT (-110.215083 48.999361),2024
San Ysidro,California,2504,US-Mexico Border,Oct 2024,Pedestrians,629921,32.543,-117.029,POINT (-117.028761 32.542528),2024
Nogales,Arizona,2604,US-Mexico Border,Oct 2024,Pedestrians,263351,31.333,-110.943,POINT (-110.942516 31.332839),2024
Portal,North Dakota,3403,US-Canada Border,Oct 2024,Bus Passengers,460,48.999,-102.552,POINT (-102.551944 48.998944),2024
Nogales,Arizona,2604,US-Mexico Border,Oct 2024,Trains,77,31.333,-110.943,POINT (-110.942516 31.332839),2024
Derby Line,Vermont,209,US-Canada Border,Oct 2024,Personal Vehicle Passengers,77497,45.006,-72.099,POINT (-72.099279 45.005739),2024
Baudette,Minnesota,3424,US-Canada Border,Oct 2024,Trucks,316,48.719,-94.59,POINT (-94.590467 48.719109),2024
Beecher Falls,Vermont,206,US-Canada Border,Oct 2024,Personal Vehicles,4906,45.013,-71.505,POINT (-71.505309 45.013411),2024
Danville,Washington,3012,US-Canada Border,Oct 2024,Personal Vehicles,1719,49.0,-118.504,POINT (-118.503722 49.000083),2024
Frontier,Washington,3020,US-Canada Border,Oct 2024,Trucks,2335,49.0,-117.832,POINT (-117.831527 49.0005),2024
Blaine,Washington,3004,US-Canada Border,Oct 2024,Train Passengers,14307,48.994,-122.749,POINT (-122.748884 48.994045),2024
Del Rio,Texas,2302,US-Mexico Border,Oct 2024,Truck Containers Empty,2077,29.327,-100.928,POINT (-100.927612 29.326784),2024
Westhope,North Dakota,3419,US-Canada Border,Oct 2024,Trucks,136,49.0,-101.017,POINT (-101.017277 48.999611),2024
Hansboro,North Dakota,3415,US-Canada Border,Oct 2024,Trucks,37,49.0,-99.347,POINT (-99.346527 48.999583),2024
Bridgewater,Maine,127,US-Canada Border,Oct 2024,Truck Containers Loaded,40,46.45,-67.785,POINT (-67.78484 46.450335),2024
Richford,Vermont,203,US-Canada Border,Oct 2024,Truck Containers Empty,139,45.012,-72.589,POINT (-72.588559 45.01174),2024
Detroit,Michigan,3801,US-Canada Border,Oct 2024,Truck Containers Loaded,157022,42.332,-83.048,POINT (-83.047924 42.331685),2024
Tornillo,Texas,2404,US-Mexico Border,Oct 2024,Pedestrians,4250,31.435,-106.143,POINT (-106.142669 31.435334),2024
Highgate Springs,Vermont,212,US-Canada Border,Oct 2024,Truck Containers Empty,1632,45.015,-73.085,POINT (-73.085037 45.015414),2024
Andrade,California,2502,US-Mexico Border,Oct 2024,Personal Vehicle Passengers,93669,32.718,-114.728,POINT (-114.72832 32.718143),2024
Northgate,North Dakota,3406,US-Canada Border,Oct 2024,Truck Containers Empty,234,48.999,-102.275,POINT (-102.27475 48.998833),2024
Danville,Washington,3012,US-Canada Border,Oct 2024,Truck Containers Empty,5,49.0,-118.504,POINT (-118.503722 49.000083),2024
Lukeville,Arizona,2602,US-Mexico Border,Oct 2024,Trucks,79,31.88,-112.817,POINT (-112.817077 31.880195),2024
Walhalla,North Dakota,3407,US-Canada Border,Oct 2024,Trucks,820,49.0,-97.908,POINT (-97.908416 49.000472),2024
San Luis,Arizona,2608,US-Mexico Border,Oct 2024,Bus Passengers,3,32.485,-114.782,POINT (-114.7822222 32.485),2024
Roma,Texas,2310,US-Mexico Border,Oct 2024,Pedestrians,17348,26.404,-99.019,POINT (-99.018981 26.403928),2024
Raymond,Montana,3301,US-Canada Border,Oct 2024,Personal Vehicle Passengers,4324,48.999,-104.574,POINT (-104.574333 48.999194),2024
Detroit,Michigan,3801,US-Canada Border,Oct 2024,Rail Containers Loaded,8993,42.332,-83.048,POINT (-83.047924 42.331685),2024
Nogales,Arizona,2604,US-Mexico Border,Oct 2024,Buses,895,31.333,-110.943,POINT (-110.942516 31.332839),2024
Tornillo,Texas,2404,US-Mexico Border,Oct 2024,Trucks,2071,31.435,-106.143,POINT (-106.142669 31.435334),2024
Dunseith,North Dakota,3422,US-Canada Border,Oct 2024,Bus Passengers,107,48.999,-100.052,POINT (-100.052166 48.999277),2024
Metaline Falls,Washington,3025,US-Canada Border,Oct 2024,Truck Containers Loaded,147,49.0,-117.299,POINT (-117.299444 48.999972),2024
Walhalla,North Dakota,3407,US-Canada Border,Oct 2024,Truck Containers Loaded,315,49.0,-97.908,POINT (-97.908416 49.000472),2024
Calexico East,California,2507,US-Mexico Border,Oct 2024,Buses,55,32.673,-115.388,POINT (-115.388018 32.673389),2024
Antler,North Dakota,3413,US-Canada Border,Oct 2024,Truck Containers Loaded,14,48.999,-101.296,POINT (-101.296055 48.999472),2024
Blaine,Washington,3004,US-Canada Border,Oct 2024,Rail Containers Loaded,8264,48.994,-122.749,POINT (-122.748884 48.994045),2024
Hidalgo,Texas,2305,US-Mexico Border,Oct 2024,Truck Containers Loaded,86540,26.095,-98.271,POINT (-98.271092 26.095032),2024
Westhope,North Dakota,3419,US-Canada Border,Oct 2024,Truck Containers Empty,67,49.0,-101.017,POINT (-101.017277 48.999611),2024
Rio Grande City,Texas,2307,US-Mexico Border,Oct 2024,Personal Vehicle Passengers,84827,26.366,-98.803,POINT (-98.802513 26.365761),2024
